sample_id,release,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,data_type,filetype,library_layout,library_selection,shear_method,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
HG00544,2,HG00544-24ab-2_S2_L004_R1_001.fastq.gz,SRR30613715,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25383174741,8.19,0.500233,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L004_R1_001.fastq.gz,25.38,HiC,,
HG00544,2,HG00544-24ab-2_S2_L004_R2_001.fastq.gz,SRR30613715,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25382012070,8.19,0.498429,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L004_R2_001.fastq.gz,25.38,HiC,,
HG00544,2,HG00544-24ab-1_S1_L003_R1_001.fastq.gz,SRR30613927,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L003_R1_001-1_S1_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25442045007,8.21,0.521718,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L003_R1_001.fastq.gz,25.44,HiC,,
HG00544,2,HG00544-24ab-1_S1_L003_R2_001.fastq.gz,SRR30613927,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L003_R1_001-1_S1_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25441102605,8.21,0.48624,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L003_R2_001.fastq.gz,25.44,HiC,,
HG00544,2,HG00544-24ab-1_S1_L001_R1_001.fastq.gz,SRR30613813,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L001_R1_001-1_S1_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25480247832,8.22,0.52936,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L001_R1_001.fastq.gz,25.48,HiC,,
HG00544,2,HG00544-24ab-1_S1_L001_R2_001.fastq.gz,SRR30613813,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L001_R1_001-1_S1_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,25479513215,8.22,0.500524,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L001_R2_001.fastq.gz,25.48,HiC,,
HG00544,2,HG00544-24ab-2_S2_L002_R1_001.fastq.gz,SRR30613798,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26223483770,8.46,0.521346,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L002_R1_001.fastq.gz,26.22,HiC,,
HG00544,2,HG00544-24ab-2_S2_L002_R2_001.fastq.gz,SRR30613798,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26222530879,8.46,0.451696,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L002_R2_001.fastq.gz,26.22,HiC,,
HG00544,2,HG00544-24ab-2_S2_L001_R1_001.fastq.gz,SRR30613905,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26340905434,8.5,0.533568,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L001_R1_001.fastq.gz,26.34,HiC,,
HG00544,2,HG00544-24ab-2_S2_L001_R2_001.fastq.gz,SRR30613905,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26340003436,8.5,0.479951,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L001_R2_001.fastq.gz,26.34,HiC,,
HG00544,2,HG00544-24ab-2_S2_L003_R1_001.fastq.gz,SRR30613787,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26343216176,8.5,0.505937,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L003_R1_001.fastq.gz,26.34,HiC,,
HG00544,2,HG00544-24ab-2_S2_L003_R2_001.fastq.gz,SRR30613787,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,26342190727,8.5,0.456688,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L003_R2_001.fastq.gz,26.34,HiC,,
HG00558,2,HG00558-1_S4_L001_R1_001.fastq.gz,SRR30310947,SRP305758,PRJNA701308,SAMN33758780,HG00558-1_S4_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,27603885539,8.9,0.465973,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R1_001.fastq.gz,27.60,HiC,,
HG00558,2,HG00558-1_S4_L001_R2_001.fastq.gz,SRR30310947,SRP305758,PRJNA701308,SAMN33758780,HG00558-1_S4_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,27603885539,8.9,0.465973,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R2_001.fastq.gz,27.60,HiC,,
HG00558,2,HG00558-2_S8_L001_R1_001.fastq.gz,SRR30310946,SRP305758,PRJNA701308,SAMN33758780,HG00558-2_S8_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32101602796,10.36,0.482983,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R1_001.fastq.gz,32.10,HiC,,
HG00558,2,HG00558-2_S8_L001_R2_001.fastq.gz,SRR30310946,SRP305758,PRJNA701308,SAMN33758780,HG00558-2_S8_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32101602796,10.36,0.482983,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R2_001.fastq.gz,32.10,HiC,,
HG00580,3,HG00580-1_FC1_S11_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35653284517,11.5,0.456846,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-1_FC1_S11_L001_R2_001.fastq.gz,35.65,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-2_FC1_S12_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31861972138,10.28,0.468444,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-2_FC1_S12_L001_R2_001.fastq.gz,31.86,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-1_FC2_S11_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35721888498,11.52,0.481102,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-1_FC2_S11_L001_R1_001.fastq.gz,35.72,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-2_FC1_S12_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31861972138,10.28,0.485292,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-2_FC1_S12_L001_R1_001.fastq.gz,31.86,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-1_FC2_S11_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35721888498,11.52,0.488489,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-1_FC2_S11_L001_R2_001.fastq.gz,35.72,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-2_FC2_S12_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31945772306,10.31,0.513764,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-2_FC2_S12_L001_R1_001.fastq.gz,31.95,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-2_FC2_S12_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,31945772306,10.31,0.525283,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-2_FC2_S12_L001_R2_001.fastq.gz,31.95,HPRC-OmniC-100129Pools,,
HG00580,3,HG00580-1_FC1_S11_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00580-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35653284517,11.5,0.528341,s3://human-pangenomics/working/HPRC/HG00580/raw_data/hic/HG00580-1_FC1_S11_L001_R1_001.fastq.gz,35.65,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-1_FC1_S41_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32337221384,10.43,0.475337,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-1_FC1_S41_L004_R2_001.fastq.gz,32.34,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-1_FC1_S41_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32337221384,10.43,0.482697,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-1_FC1_S41_L004_R1_001.fastq.gz,32.34,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-2_FC1_S42_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,40918350856,13.2,0.487414,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-2_FC1_S42_L004_R1_001.fastq.gz,40.92,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-2_FC1_S42_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,40918350856,13.2,0.487809,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-2_FC1_S42_L004_R2_001.fastq.gz,40.92,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-1_FC2_S41_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32841656363,10.59,0.490787,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-1_FC2_S41_L004_R1_001.fastq.gz,32.84,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-2_FC2_S42_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41343864175,13.34,0.496027,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-2_FC2_S42_L004_R1_001.fastq.gz,41.34,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-2_FC2_S42_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,41343864175,13.34,0.509008,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-2_FC2_S42_L004_R2_001.fastq.gz,41.34,HPRC-OmniC-100129Pools,,
HG00584,3,HG00584-1_FC2_S41_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG00584-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,32841656363,10.59,0.540564,s3://human-pangenomics/working/HPRC/HG00584/raw_data/hic/HG00584-1_FC2_S41_L004_R2_001.fastq.gz,32.84,HPRC-OmniC-100129Pools,,
HG00597,2,HG00597-2_S1_L003_R1_001.fastq.gz,SRR30310944,SRP305758,PRJNA701308,SAMN33621944,HG00597-2_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,60459807174,19.5,0.417803,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-2_S1_L003_R1_001.fastq.gz,60.46,HiC,,
HG00597,2,HG00597-2_S1_L003_R2_001.fastq.gz,SRR30310944,SRP305758,PRJNA701308,SAMN33621944,HG00597-2_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,60459807174,19.5,0.417803,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-2_S1_L003_R2_001.fastq.gz,60.46,HiC,,
HG00597,2,HG00597-1_S1_L002_R1_001.fastq.gz,SRR30310945,SRP305758,PRJNA701308,SAMN33621944,HG00597-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,101280993154,32.67,0.406575,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-1_S1_L002_R1_001.fastq.gz,101.28,HiC,,
HG00597,2,HG00597-1_S1_L002_R2_001.fastq.gz,SRR30310945,SRP305758,PRJNA701308,SAMN33621944,HG00597-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,101280993154,32.67,0.406575,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-1_S1_L002_R2_001.fastq.gz,101.28,HiC,,
HG00609,2,HG00609-38a-2_S10_L002_R1_001.fastq.gz,SRR30613621,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,8513185331,2.75,0.611128,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L002_R1_001.fastq.gz,8.51,HiC,,
HG00609,2,HG00609-38a-2_S10_L002_R2_001.fastq.gz,SRR30613621,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,8513076121,2.75,0.567948,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L002_R2_001.fastq.gz,8.51,HiC,,
HG00609,2,HG00609-38a-2_S10_L003_R1_001.fastq.gz,SRR30613769,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,9629510218,3.11,0.621931,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L003_R1_001.fastq.gz,9.63,HiC,,
HG00609,2,HG00609-38a-2_S10_L003_R2_001.fastq.gz,SRR30613769,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,9629272820,3.11,0.598919,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L003_R2_001.fastq.gz,9.63,HiC,,
HG00609,2,HG00609-38a-1_S9_L002_R1_001.fastq.gz,SRR30613637,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,11618228831,3.75,0.577875,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L002_R1_001.fastq.gz,11.62,HiC,,
HG00609,2,HG00609-38a-1_S9_L002_R2_001.fastq.gz,SRR30613637,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,11618221393,3.75,0.537744,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L002_R2_001.fastq.gz,11.62,HiC,,
HG00609,2,HG00609-38a-1_S9_L003_R1_001.fastq.gz,SRR30613648,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12222236915,3.94,0.550621,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L003_R1_001.fastq.gz,12.22,HiC,,
HG00609,2,HG00609-38a-1_S9_L003_R2_001.fastq.gz,SRR30613648,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12221960042,3.94,0.540724,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L003_R2_001.fastq.gz,12.22,HiC,,
HG00609,2,HG00609-38a-2_S10_L004_R1_001.fastq.gz,SRR30613624,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12493735034,4.03,0.577953,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L004_R1_001.fastq.gz,12.49,HiC,,
HG00609,2,HG00609-38a-2_S10_L004_R2_001.fastq.gz,SRR30613624,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12493545109,4.03,0.544026,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L004_R2_001.fastq.gz,12.49,HiC,,
HG00609,2,HG00609-38a-2_S10_L001_R1_001.fastq.gz,SRR30613887,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12949249772,4.18,0.575816,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L001_R1_001.fastq.gz,12.95,HiC,,
HG00609,2,HG00609-38a-2_S10_L001_R2_001.fastq.gz,SRR30613887,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12949041846,4.18,0.556853,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L001_R2_001.fastq.gz,12.95,HiC,,
HG00609,2,HG00609-38a-1_S9_L004_R1_001.fastq.gz,SRR30613901,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,15069587773,4.86,0.539782,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L004_R1_001.fastq.gz,15.07,HiC,,
HG00609,2,HG00609-38a-1_S9_L004_R2_001.fastq.gz,SRR30613901,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,15069409755,4.86,0.512936,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L004_R2_001.fastq.gz,15.07,HiC,,
